file,0.00-1.00,1.00-2.00,2.00-3.00,3.00-4.00,4.00-5.00,5.00-6.00,6.00-7.00,7.00-8.00,8.00-9.00,9.00-10.00,10.00-(11.00),total_time
iperf3_result_20231019175724.txt,91.3Mbits/sec,93.6Mbits/sec,96.0Mbits/sec,90.9Mbits/sec,83.4Mbits/sec,93.1Mbits/sec,74.7Mbits/sec,85.8Mbits/sec,86.4Mbits/sec,88.4Mbits/sec,85.7Mbits/sec,10.06
iperf3_result_20231019174412.txt,33.1Mbits/sec,25.6Mbits/sec,24.6Mbits/sec,24.5Mbits/sec,23.2Mbits/sec,21.7Mbits/sec,25.0Mbits/sec,22.7Mbits/sec,23.9Mbits/sec,25.1Mbits/sec,25.6Mbits/sec,10.07
iperf3_result_20231019174823.txt,32.9Mbits/sec,28.3Mbits/sec,22.2Mbits/sec,23.6Mbits/sec,23.7Mbits/sec,38.3Mbits/sec,32.6Mbits/sec,28.0Mbits/sec,39.2Mbits/sec,36.5Mbits/sec,44.0Mbits/sec,10.70
iperf3_result_20231019175650.txt,64.0Mbits/sec,71.5Mbits/sec,91.0Mbits/sec,89.8Mbits/sec,92.1Mbits/sec,91.9Mbits/sec,92.9Mbits/sec,92.3Mbits/sec,90.0Mbits/sec,92.1Mbits/sec,94.5Mbits/sec,10.08
iperf3_result_20231019175120.txt,49.7Mbits/sec,51.7Mbits/sec,50.7Mbits/sec,52.1Mbits/sec,49.5Mbits/sec,51.1Mbits/sec,45.9Mbits/sec,48.1Mbits/sec,47.7Mbits/sec,48.1Mbits/sec,22.9Mbits/sec,10.33
iperf3_result_20231019175322.txt,83.3Mbits/sec,80.6Mbits/sec,96.1Mbits/sec,89.8Mbits/sec,90.5Mbits/sec,95.7Mbits/sec,88.1Mbits/sec,78.1Mbits/sec,69.1Mbits/sec,90.5Mbits/sec,97.7Mbits/sec,10.07
iperf3_result_20231019174606.txt,35.6Mbits/sec,26.4Mbits/sec,22.3Mbits/sec,23.0Mbits/sec,24.7Mbits/sec,36.7Mbits/sec,46.1Mbits/sec,43.4Mbits/sec,44.6Mbits/sec,39.5Mbits/sec,39.2Mbits/sec,10.53
iperf3_result_20231019174148.txt,25.6Mbits/sec,22.8Mbits/sec,20.9Mbits/sec,22.2Mbits/sec,24.1Mbits/sec,22.6Mbits/sec,22.5Mbits/sec,23.4Mbits/sec,25.0Mbits/sec,23.0Mbits/sec,20.2Mbits/sec,10.07
iperf3_result_20231019175242.txt,92.0Mbits/sec,97.5Mbits/sec,94.4Mbits/sec,91.7Mbits/sec,93.8Mbits/sec,94.7Mbits/sec,92.3Mbits/sec,95.7Mbits/sec,94.7Mbits/sec,85.6Mbits/sec,85.8Mbits/sec,10.07
iperf3_result_20231019175519.txt,84.1Mbits/sec,87.7Mbits/sec,82.7Mbits/sec,81.3Mbits/sec,91.0Mbits/sec,92.1Mbits/sec,82.6Mbits/sec,88.3Mbits/sec,91.8Mbits/sec,89.3Mbits/sec,93.9Mbits/sec,10.08
